"payment date","payment time","Receipt number / ID","INV. No","cash tray code","menu name","order type","quantity","unit price","balance before reduction","all discounts","Total discount %","net price","Item tax type","table","customer name","telephone number","payment type","note","group","Category","branch"
"03/10/2022","18:05","Q8WXR","","KZI","คุกกี้กาแฟ","Dine-In","2","15","30.00","0","0","30.00","VATable","Counter","","","โอนเงิน","","","Cookie","1"
"03/10/2022","18:05","Q8WXR","","KZI","ชานม/Thai milk Tea100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"04/10/2022","07:38","701OV","","FUS","I คาปูชิโน่/CappucinoIcedปกติ x 275% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","07:38","L0HOG","","FUS","I เอสเพรสโซ่/Iced Espressoปกติ x 250% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","07:39","IPG01","","FUS","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","07:40","MXFQN","","FUS","ชาเขียว/Green Milk Teaปกติ x 150% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","07:40","MXFQN","","FUS","P ชาเขียว/Green Milk Teaปกติ x 3กลับบ้าน x 1100% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"04/10/2022","07:46","I3JYB","","FUS","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"04/10/2022","08:13","BUPJE","","FUS","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"04/10/2022","08:13","BUPJE","","FUS","ชานม/Thai milk Tea100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"04/10/2022","08:13","BUPJE","","FUS","I คาปูชิโน่/CappucinoIcedปกติ x 275% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"04/10/2022","08:13","BUPJE","","FUS","I ลาเต้/Iced Latteปกติ x 275% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"04/10/2022","08:13","BUPJE","","FUS","นมชมพู/Ping Milk","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"04/10/2022","08:13","BUPJE","","FUS","P ชาเขียว/Green Milk Teaน้อย x 1ปกติ x 2กลับบ้าน x 1100% x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","คนละครึ่ง","","","Frappe","1"
"04/10/2022","08:13","BUPJE","","FUS","Pนมสด/Dino Fresh Milkปกติ x 2ทานที่ร้าน x 1100% x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","คนละครึ่ง","","","Frappe","1"
"04/10/2022","08:19","P68K4","","FUS","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"04/10/2022","08:26","ND96X","","FUS","I คาปูชิโน่/CappucinoIcedปกติ x 275% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"04/10/2022","08:26","ND96X","","FUS","I เอสเพรสโซ่/Iced Espressoปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"04/10/2022","08:29","95E1Y","","FUS","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","08:29","95E1Y","","FUS","I ลาเต้/Iced Latteปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","08:31","A649K","","FUS","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","08:31","A649K","","FUS","I ลาเต้/Iced Latteปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","08:32","M4WIR","","FUS","อเมริกาโน่/Americanoปกติ x 2ทานที่ร้าน x 1","Take Away","1","45","45.00","0","0","45.00","VATable","Counter","","","Cash","","","Hot","1"
"04/10/2022","08:34","8Z2TW","","FUS","ชานม/Thai milk Tea100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","08:34","8Z2TW","","FUS","I เอสเพรสโซ่/Iced Espressoปกติ x 275% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","08:40","5J824","","FUS","อเมริกาโน่/Americanoปกติ x 2กลับบ้าน x 1","Take Away","1","45","45.00","0","0","45.00","VATable","Counter","","","Cash","","","Hot","1"
"04/10/2022","08:53","TFR6E","","FUS","ลาเต้/Latteปกติ x 1กลับบ้าน x 1","Take Away","1","45","45.00","0","0","45.00","VATable","Counter","","","Cash","","","Hot","1"
"04/10/2022","08:56","4EO4J","","FUS","I เอสเพรสโซ่/Iced Espressoปกติ x 225% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","08:56","4EO4J","","FUS","I ลาเต้/Iced Latteปกติ x 275% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","08:56","4EO4J","","FUS","ชามะนาว/Lemon Tea100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","08:56","4EO4J","","FUS","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Take Away","2","55","110.00","0","0","110.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","09:18","W0OG6","","FUS","I เอสเพรสโซ่/Iced Espressoปกติ x 250% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","09:18","W0OG6","","FUS","I ไดโนเพรสโซ่/Dinopressoปกติ x 1100% x 125% x 1","Take Away","2","55","110.00","0","0","110.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","09:18","W0OG6","","FUS","I อเมริกาโน่/Iced Americanoปกติ x 20% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","09:18","W0OG6","","FUS","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Take Away","3","55","165.00","0","0","165.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","09:26","ENNKI","","FUS","I เอสเพรสโซ่/Iced Espressoปกติ x 225% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","09:28","AXLUH","","FUS","คุกกี้กาแฟ","Dine-In","2","15","30.00","0","0","30.00","VATable","Counter","","","คนละครึ่ง","","","Cookie","1"
"04/10/2022","10:13","OZYF3","","FUS","เอสเพรสโซ่/Espressoปกติ x 1ทานที่ร้าน x 1","Take Away","2","45","90.00","0","0","90.00","VATable","Counter","","","Cash","","","Hot","1"
"04/10/2022","10:13","OZYF3","","FUS","เผือกทอด/Crispy Roti","Take Away","2","25","50.00","0","0","50.00","VATable","Counter","","","Cash","","","ขนมขบเคี้ยว","1"
"04/10/2022","10:13","OZYF3","","FUS","กล้วยทอด/Fried banana","Take Away","2","25","50.00","0","0","50.00","VATable","Counter","","","Cash","","","ขนมขบเคี้ยว","1"
"04/10/2022","10:14","Q1UY1","","FUS","I อเมริกาโน่/Iced Americanoปกติ x 2100% x 1","Delivery","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","10:14","Q1UY1","","FUS","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 125% x 1","Delivery","2","55","110.00","0","0","110.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","10:24","862UZ","","FUS","ชานม/Thai milk Tea100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"04/10/2022","10:24","862UZ","","FUS","มันทอด/Fried Potato","Take Away","1","25","25.00","0","0","25.00","VATable","Counter","","","คนละครึ่ง","","","ขนมขบเคี้ยว","1"
"04/10/2022","10:24","862UZ","","FUS","I เอสเพรสโซ่/Iced Espressoปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"04/10/2022","10:24","862UZ","","FUS","อเมริกาโน่/Americanoปกติ x 2ทานที่ร้าน x 1","Take Away","1","45","45.00","0","0","45.00","VATable","Counter","","","คนละครึ่ง","","","Hot","1"
"04/10/2022","10:43","P5NEW","","FUS","I เอสเพรสโซ่/Iced Espressoปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","10:48","870U4","","FUS","P คาปูชิโน่/Cappucinoปกติ x 3กลับบ้าน x 1100% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","คนละครึ่ง","","","Frappe","1"
"04/10/2022","10:59","F4FVL","","FUS","เอสเพรสโซ่/Espressoทานที่ร้าน x 11ซ็อต x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Hot","1"
"04/10/2022","10:59","Y3JW6","","FUS","ชานม/Thai milk Tea100% x 1","Take Away","2","55","110.00","0","0","110.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"04/10/2022","11:26","JIL1T","","FUS","P ชาเขียว/Green Milk Teaน้อย x 1ปกติ x 2กลับบ้าน x 1100% x 1","Take Away","2","65","130.00","0","0","130.00","VATable","Counter","","","โอนเงิน","","","Frappe","1"
"04/10/2022","11:26","JIL1T","","FUS","P เอสเพรสโซ่/Espressoปกติ x 3กลับบ้าน x 1100% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","โอนเงิน","","","Frappe","1"
"04/10/2022","11:26","JIL1T","","FUS","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"04/10/2022","11:26","JIL1T","","FUS","I อเมริกาโน่/Iced Americanoปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"04/10/2022","11:26","JIL1T","","FUS","อเมริกาโน่/Americanoปกติ x 2กลับบ้าน x 1","Take Away","1","45","45.00","0","0","45.00","VATable","Counter","","","โอนเงิน","","","Hot","1"
"04/10/2022","11:48","Q0OKF","","FUS","I อเมริกาโน่/Iced Americanoปกติ x 250% x 1","Delivery","3","55","165.00","0","0","165.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"04/10/2022","11:51","V58QW","","FUS","P คาปูชิโน่/Cappucinoปกติ x 3กลับบ้าน x 1100% x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"04/10/2022","11:53","B4ZCX","","FUS","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","11:53","B4ZCX","","FUS","คุกกี้กาแฟ","Dine-In","2","15","30.00","0","0","30.00","VATable","Counter","","","Cash","","","Cookie","1"
"04/10/2022","12:05","4Z0O7","","FUS","Pนมสด/Dino Fresh Milkปกติ x 2กลับบ้าน x 175% x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"04/10/2022","12:05","4Z0O7","","FUS","นมสดสตรอเบอร์รี่/Fresh cream strawberry sauce cake","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Bakery","1"
"04/10/2022","12:11","CP5F1","","FUS","คุกกี้กาแฟ","Dine-In","2","15","30.00","0","0","30.00","VATable","Counter","","","โอนเงิน","","","Cookie","1"
"04/10/2022","12:29","M2YE4","","FUS","I เอสเพรสโซ่/Iced Espressoปกติ x 225% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","13:10","823FT","","FUS","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","13:10","823FT","","FUS","คุกกี้กาแฟ","Dine-In","2","15","30.00","0","0","30.00","VATable","Counter","","","Cash","","","Cookie","1"
"04/10/2022","13:32","39DM7","","FUS","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","13:32","39DM7","","FUS","I อเมริกาโน่/Iced Americanoปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","13:41","0YMGL","","FUS","ชานม/Thai milk Tea75% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"04/10/2022","13:41","0YMGL","","FUS","P ชาเขียว/Green Milk Teaน้อย x 1ปกติ x 2กลับบ้าน x 1100% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","คนละครึ่ง","","","Frappe","1"
"04/10/2022","13:54","H18RB","","FUS","P โกโกั/Cocoaปกติ x 2กลับบ้าน x 1100% x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"04/10/2022","13:54","H18RB","","FUS","ชานม/Thai milk Tea75% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","13:54","H18RB","","FUS","คุกกี้กาแฟ","Dine-In","1","15","15.00","0","0","15.00","VATable","Counter","","","Cash","","","Cookie","1"
"04/10/2022","14:15","NO7PZ","","FUS","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","14:31","5CJ1Q","","FUS","ส้มหน้านิ่ม/Orange Fudge Cake","Dine-In","2","55","110.00","0","0","110.00","VATable","Counter","","","Cash","","","Bakery","1"
"04/10/2022","14:31","5CJ1Q","","FUS","โฮจิฉะ/Hojicha100% x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","14:31","5CJ1Q","","FUS","ยุสุเอสเพรสโซ่/Yuzu Espressoปกติ x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","14:31","5CJ1Q","","FUS","Iดัลโกน่า/Dalgona","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","14:31","5CJ1Q","","FUS","ชาเขียว/Green Milk Teaปกติ x 150% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","15:11","N3TH4","","FUS","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Take Away","2","55","110.00","0","0","110.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","15:11","N3TH4","","FUS","ชามะนาว/Lemon Tea100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","15:11","N3TH4","","FUS","โกโก้/Cocoaปกติ x 1100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","15:11","N3TH4","","FUS","P ชาเขียว/Green Milk Teaปกติ x 3ทานที่ร้าน x 1100% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"04/10/2022","15:11","N3TH4","","FUS","I นมสด/Dino Fresh Milkปกติ x 1100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","15:13","UIN0G","","FUS","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","15:49","L35G5","","FUS","I คาปูชิโน่/CappucinoIcedปกติ x 225% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"04/10/2022","15:49","L35G5","","FUS","I เอสเพรสโซ่/Iced Espressoปกติ x 225% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"04/10/2022","15:49","L35G5","","FUS","ชากุหลาบ/Rose Milk Teaปกติ x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"04/10/2022","15:49","L35G5","","FUS","ชาเขียว/Green Milk Teaปกติ x 125% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"04/10/2022","16:00","BNNW5","","FUS","โกโก้/Cocoaปกติ x 1100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","16:19","DG4JF","","FUS","ชาเขียว/Green Milk Teaปกติ x 125% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","16:19","DG4JF","","FUS","คุกกี้กาแฟ","Dine-In","4","15","60.00","0","0","60.00","VATable","Counter","","","Cash","","","Cookie","1"
"04/10/2022","16:30","YD5ER","","FUS","ลิ้นจีี่/Lycheeปกติ x 1กลับบ้าน x 1100% x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"04/10/2022","16:44","WZMKO","","FUS","I เอสเพรสโซ่/Iced Espressoปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"04/10/2022","17:58","OJDTZ","","FUS","I อเมริกาโน่/Iced Americanoปกติ x 20% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"05/10/2022","07:41","FRST2","","GAY","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"05/10/2022","07:41","FRST2","","GAY","I เอสเพรสโซ่/Iced Espressoปกติ x 250% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"05/10/2022","07:59","Q71EJ","","GAY","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"05/10/2022","08:09","L5W62","","GAY","I เอสเพรสโซ่/Iced Espressoปกติ x 250% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"05/10/2022","08:09","D95HG","","GAY","P ชอคโกแลต/Chocolateน้อย x 1ปกติ x 1กลับบ้าน x 1100% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"05/10/2022","08:20","FYBN0","","GAY","I ลาเต้/Iced Latteปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"05/10/2022","08:30","XYA9D","","GAY","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"05/10/2022","08:30","XYA9D","","GAY","I มอคค่า/Iced Mochaปกติ x 275% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"05/10/2022","08:33","P0TQI","","GAY","I เอสเพรสโซ่/Iced Espressoปกติ x 225% x 1","Take Away","2","55","110.00","0","0","110.00","VATable","Counter","","","Cash","","","Iced","1"
"05/10/2022","08:33","P0TQI","","GAY","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Take Away","4","55","220.00","0","0","220.00","VATable","Counter","","","Cash","","","Iced","1"
"05/10/2022","08:39","IOBVF","","GAY","น้ำเปล่า","Dine-In","1","7","7.00","0","0","7.00","VATable","Counter","","","คนละครึ่ง","","","เครื่องดื่ม","1"
"05/10/2022","08:39","IOBVF","","GAY","ลาเต้/Latteปกติ x 1ทานที่ร้าน x 1","Dine-In","1","45","45.00","0","0","45.00","VATable","Counter","","","คนละครึ่ง","","","Hot","1"
"05/10/2022","08:42","IJI6Z","","GAY","P ชาเขียว/Green Milk Teaปกติ x 3กลับบ้าน x 1100% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"05/10/2022","08:42","IJI6Z","","GAY","ชอฟท์คุกกึ้","Take Away","1","15","15.00","0","0","15.00","VATable","Counter","","","Cash","","","Cookie","1"
"05/10/2022","08:44","T6T3M","","GAY","I อเมริกาโน่/Iced Americanoปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"05/10/2022","09:17","2EQWX","","GAY","เอสเพรสโซ่/Espressoปกติ x 1ทานที่ร้าน x 1","Dine-In","1","45","45.00","0","0","45.00","VATable","Counter","","","คนละครึ่ง","","","Hot","1"
"05/10/2022","09:18","YCNQO","","GAY","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Take Away","2","55","110.00","0","0","110.00","VATable","Counter","","","Cash","","","Iced","1"
"05/10/2022","09:18","YCNQO","","GAY","H ชาเขียว/Green Milk Teaกลับบ้าน x 1","Take Away","1","45","45.00","0","0","45.00","VATable","Counter","","","Cash","","","Hot","1"
"05/10/2022","09:31","LKUIL","","GAY","I อเมริกาโน่/Iced Americanoปกติ x 275% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"05/10/2022","09:41","9E8J0","","GAY","I เอสเพรสโซ่/Iced Espressoปกติ x 250% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"05/10/2022","09:50","I7V51","","GAY","P ชาเขียว/Green Milk Teaปกติ x 3กลับบ้าน x 1100% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","คนละครึ่ง","","","Frappe","1"
"05/10/2022","09:50","I7V51","","GAY","P ลาเตั/Latteน้อย x 1ปกติ x 2กลับบ้าน x 1100% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","คนละครึ่ง","","","Frappe","1"
"05/10/2022","09:51","930V4","","GAY","I เอสเพรสโซ่/Iced Espressoปกติ x 275% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"05/10/2022","10:06","JMRPN","","GAY","ลาเต้/Latteปกติ x 1กลับบ้าน x 1","Take Away","1","45","45.00","0","0","45.00","VATable","Counter","","","Cash","","","Hot","1"
"05/10/2022","10:07","UCH8M","","GAY","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Take Away","2","55","110.00","0","0","110.00","VATable","Counter","","","Cash","","","Iced","1"
"05/10/2022","10:42","J5N7T","","GAY","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"05/10/2022","10:44","H8W8H","","GAY","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"05/10/2022","10:44","H8W8H","","GAY","นมสดฮอกไกโด","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Bakery","1"
"05/10/2022","11:09","2K16D","","GAY","I คาปูชิโน่/CappucinoIcedปกติ x 275% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"05/10/2022","11:43","ERO0T","","GAY","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"05/10/2022","12:02","0C59O","","GAY","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"05/10/2022","12:18","PU2M8","","GAY","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"05/10/2022","12:18","PU2M8","","GAY","นมชมพู/Ping Milk","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"05/10/2022","12:21","PE394","","GAY","มัจฉะ มีเดียม/Matcha Medium","Dine-In","1","75","75.00","0","0","75.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"05/10/2022","12:23","JEH3P","","GAY","I เอสเพรสโซ่/Iced Espressoปกติ x 250% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"05/10/2022","12:23","JEH3P","","GAY","เผือกทอด/Crispy Roti","Dine-In","1","25","25.00","0","0","25.00","VATable","Counter","","","Cash","","","ขนมขบเคี้ยว","1"
"05/10/2022","12:24","HVEZS","","GAY","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"05/10/2022","12:48","X54C1","","GAY","I ลาเต้/Iced Latteปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"05/10/2022","12:49","HM66A","","GAY","I อเมริกาโน่/Iced Americanoปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"05/10/2022","12:59","IVMR5","","GAY","ชานม/Thai milk Tea100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"05/10/2022","12:59","IVMR5","","GAY","คุกกี้กาแฟ","Dine-In","1","15","15.00","0","0","15.00","VATable","Counter","","","โอนเงิน","","","Cookie","1"
"05/10/2022","13:01","EGSB9","","GAY","เผือกทอด/Crispy Roti","Dine-In","1","25","25.00","0","0","25.00","VATable","Counter","","","คนละครึ่ง","","","ขนมขบเคี้ยว","1"
"05/10/2022","13:01","EGSB9","","GAY","มันทอด/Fried Potato","Dine-In","1","25","25.00","0","0","25.00","VATable","Counter","","","คนละครึ่ง","","","ขนมขบเคี้ยว","1"
"05/10/2022","13:01","KLJLY","","GAY","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"05/10/2022","13:01","R88C9","","GAY","คุกกี้กาแฟ","Dine-In","1","15","15.00","0","0","15.00","VATable","Counter","","","Cash","","","Cookie","1"
"05/10/2022","13:14","DCUHW","","GAY","บลูเบอรี่/Blueberryปกติ x 1ทานที่ร้าน x 1100% x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","คนละครึ่ง","","","Frappe","1"
